epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,24,,6649.0185546875,0.7578006386756897
0,24,7232.04248046875,,
1,49,,6509.43115234375,0.7591570019721985
1,49,6902.80419921875,,
2,74,,6486.87841796875,0.7592036128044128
2,74,6864.64111328125,,
3,99,,6497.39111328125,0.7640698552131653
3,99,6809.9482421875,,
4,124,,6433.17529296875,0.7685095071792603
4,124,6805.029296875,,
5,149,,6350.4912109375,0.7702620625495911
5,149,6751.7568359375,,
6,174,,6339.302734375,0.7726847529411316
6,174,6738.33837890625,,
7,199,,6323.7919921875,0.7721694707870483
7,199,6711.482421875,,
8,224,,6235.23828125,0.7810315489768982
8,224,6702.6552734375,,
9,249,,6181.9248046875,0.7838964462280273
9,249,6649.9931640625,,
10,274,,6191.36083984375,0.7879554629325867
10,274,6610.12451171875,,
11,299,,6131.1142578125,0.7942473888397217
11,299,6602.826171875,,
12,324,,6152.31298828125,0.7938247919082642
12,324,6572.51025390625,,
13,349,,6067.16943359375,0.7958984375
13,349,6557.501953125,,
14,374,,6144.35791015625,0.7941396236419678
14,374,6571.41650390625,,
15,399,,6076.71044921875,0.7936014533042908
15,399,6538.326171875,,
16,424,,6159.73388671875,0.7995409965515137
16,424,6522.3974609375,,
17,449,,6080.07568359375,0.7989535331726074
17,449,6516.787109375,,
18,474,,6087.0888671875,0.8011642694473267
18,474,6491.85498046875,,
19,499,,6120.9541015625,0.7979220151901245
19,499,6497.39697265625,,
20,524,,6058.8349609375,0.797252893447876
20,524,6486.39208984375,,
21,549,,6053.4755859375,0.7968438863754272
21,549,6490.97119140625,,
22,574,,6031.13525390625,0.7985206246376038
22,574,6477.32958984375,,
23,599,,6009.103515625,0.8026881814002991
23,599,6451.4951171875,,
24,624,,6055.62158203125,0.80392986536026
24,624,6445.2099609375,,
25,649,,6131.46728515625,0.8016189932823181
25,649,6460.26513671875,,
26,674,,5992.00048828125,0.7998867630958557
26,674,6466.58349609375,,
27,699,,6029.23291015625,0.8032724857330322
27,699,6457.1015625,,
28,724,,6098.11474609375,0.801881730556488
28,724,6434.34033203125,,
29,749,,6090.6484375,0.8003722429275513
29,749,6450.56591796875,,
30,774,,6008.8857421875,0.8016571998596191
30,774,6454.9228515625,,
31,799,,6009.21240234375,0.8052579760551453
31,799,6465.79638671875,,
32,824,,5988.65771484375,0.8025283217430115
32,824,6472.224609375,,
33,849,,6027.5126953125,0.8016601800918579
33,849,6451.31494140625,,
34,874,,6052.28564453125,0.8023867607116699
34,874,6446.001953125,,
35,899,,6017.06494140625,0.8020421266555786
35,899,6447.5048828125,,
36,924,,6025.40869140625,0.8026784062385559
36,924,6424.91845703125,,
37,949,,6013.25341796875,0.8016945123672485
37,949,6433.23681640625,,
38,974,,6072.787109375,0.8060477375984192
38,974,6419.59033203125,,
39,999,,6073.1689453125,0.8021276593208313
39,999,6451.23095703125,,
40,1024,,6001.9560546875,0.8021352887153625
40,1024,6441.30078125,,
41,1049,,5993.697265625,0.804286539554596
41,1049,6429.63623046875,,
42,1074,,6070.23583984375,0.8002031445503235
42,1074,6430.412109375,,
43,1099,,6017.70849609375,0.8011825084686279
43,1099,6426.01904296875,,
44,1124,,5978.71484375,0.8043723702430725
44,1124,6417.25244140625,,
45,1149,,6011.04736328125,0.8033658862113953
45,1149,6408.10888671875,,
46,1174,,5992.560546875,0.8033522963523865
46,1174,6404.19970703125,,
47,1199,,5987.009765625,0.8046666383743286
47,1199,6408.74560546875,,
48,1224,,5990.7080078125,0.8043644428253174
48,1224,6403.5439453125,,
49,1249,,5979.23388671875,0.8058736324310303
49,1249,6397.70166015625,,
