epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,15,,4877.02587890625,0.7928909659385681
0,15,8400.4111328125,,
1,31,,4580.0537109375,0.8434337973594666
1,31,7806.96142578125,,
2,47,,4649.75048828125,0.8484987616539001
2,47,7597.8369140625,,
3,63,,4505.7509765625,0.8520334959030151
3,63,7523.04541015625,,
4,79,,4433.5048828125,0.858726441860199
4,79,7473.30810546875,,
5,95,,4501.58447265625,0.8499718904495239
5,95,7483.6689453125,,
6,111,,4480.2529296875,0.8539893627166748
6,111,7452.111328125,,
7,127,,4439.98681640625,0.8561576008796692
7,127,7401.72216796875,,
8,143,,4361.02734375,0.8554220795631409
8,143,7381.77978515625,,
9,159,,4352.41259765625,0.8538504242897034
9,159,7348.16064453125,,
10,175,,4385.9541015625,0.8521327376365662
10,175,7366.7646484375,,
11,191,,4626.51513671875,0.8480919599533081
