epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,24,,6591.4814453125,0.7616169452667236
0,24,7197.1015625,,
1,49,,6510.81640625,0.7596821784973145
1,49,6914.7861328125,,
2,74,,6420.55029296875,0.7674903273582458
2,74,6848.62255859375,,
3,99,,6464.03515625,0.7647119760513306
3,99,6806.03173828125,,
4,124,,6388.18359375,0.7715250849723816
4,124,6803.642578125,,
5,149,,6368.31396484375,0.769145131111145
5,149,6763.3232421875,,
6,174,,6353.3994140625,0.7738337516784668
6,174,6738.5673828125,,
7,199,,6354.2431640625,0.7734502553939819
