epoch,step,train_loss_RANK,val_kendall_corr_metric,val_loss_RANK,val_map_at_k_metric,val_ndcg_at_k_metric
0,15,,0.3976482152938843,4981.93603515625,0.8535244464874268,0.7924138307571411
0,15,8453.111328125,,,,
1,31,,0.40892454981803894,4636.18505859375,0.8790538907051086,0.8376206159591675
1,31,7862.27685546875,,,,
2,47,,0.4432070851325989,4539.8603515625,0.8897338509559631,0.8574541211128235
2,47,7673.3203125,,,,
3,63,,0.43210262060165405,4592.2109375,0.8956022262573242,0.880790650844574
3,63,7707.73095703125,,,,
4,79,,0.43206194043159485,4592.85205078125,0.8932919502258301,0.8408809304237366
4,79,7624.27099609375,,,,
5,95,,0.42586591839790344,4549.94921875,0.8939712643623352,0.8776850700378418
5,95,7572.2021484375,,,,
6,111,,0.4389532506465912,4532.60498046875,0.8979740142822266,0.8701934814453125
6,111,7552.681640625,,,,
7,127,,0.43893343210220337,4430.9990234375,0.8944790363311768,0.8673129677772522
7,127,7531.7890625,,,,
8,143,,0.43505948781967163,4493.73486328125,0.9010839462280273,0.8752533197402954
8,143,7513.41943359375,,,,
9,159,,0.42955195903778076,4410.20458984375,0.8986958861351013,0.8787435293197632
9,159,7522.81787109375,,,,
10,175,,0.41624319553375244,4546.9794921875,0.8963963985443115,0.8804376721382141
10,175,7481.86083984375,,,,
11,191,,0.4272705018520355,4495.72021484375,0.8987995982170105,0.8671374917030334
11,191,7569.03515625,,,,
12,207,,0.4351033866405487,4401.39013671875,0.9003300666809082,0.882455050945282
12,207,7484.8916015625,,,,
13,223,,0.4433366060256958,4376.57666015625,0.8971958160400391,0.8801230788230896
13,223,7498.220703125,,,,
14,239,,0.4368438124656677,4436.33642578125,0.9007109999656677,0.8767578601837158
14,239,7451.83935546875,,,,
15,255,,0.4283839762210846,4342.10400390625,0.9060215950012207,0.8742128610610962
15,255,7435.57666015625,,,,
16,271,,0.4396212697029114,4404.48828125,0.9052773118019104,0.870603621006012
16,271,7548.0146484375,,,,
17,287,,0.43346744775772095,4367.1572265625,0.9035879969596863,0.8802691102027893
17,287,7498.3779296875,,,,
18,303,,0.4184720516204834,4316.66845703125,0.9025604724884033,0.870736837387085
18,303,7457.3076171875,,,,
19,319,,0.43209290504455566,4409.23388671875,0.9046603441238403,0.8722973465919495
19,319,7450.314453125,,,,
20,335,,0.42321309447288513,4337.48046875,0.9004988670349121,0.8773953914642334
20,335,7391.265625,,,,
21,351,,0.43225371837615967,4371.5732421875,0.9003000855445862,0.8771435618400574
21,351,7452.35205078125,,,,
22,367,,0.44344863295555115,4323.76416015625,0.9081721305847168,0.8821170330047607
22,367,7417.4794921875,,,,
23,383,,0.43755030632019043,4361.6181640625,0.9021106958389282,0.8773579001426697
23,383,7394.35400390625,,,,
24,399,,0.4378677010536194,4359.39404296875,0.8979267477989197,0.8745639324188232
24,399,7386.76708984375,,,,
25,415,,0.4281919002532959,4328.75244140625,0.9017398357391357,0.8838938474655151
25,415,7419.04833984375,,,,
26,431,,0.432260662317276,4332.31787109375,0.9052793383598328,0.860846996307373
26,431,7408.302734375,,,,
27,447,,0.4280313551425934,4359.2734375,0.902990460395813,0.8752210736274719
27,447,7563.09033203125,,,,
28,463,,0.42723020911216736,4360.763671875,0.9053230881690979,0.8824069499969482
28,463,7412.89599609375,,,,
29,479,,0.42851728200912476,4296.09765625,0.902131974697113,0.8829901218414307
29,479,7406.43701171875,,,,
30,495,,0.4363758862018585,4307.8955078125,0.9065783619880676,0.8826297521591187
30,495,7421.98583984375,,,,
31,511,,0.4428607225418091,4444.25439453125,0.9021071791648865,0.8726567029953003
31,511,7490.47705078125,,,,
32,527,,0.43353649973869324,4345.56005859375,0.9012325406074524,0.8762112855911255
32,527,7423.45751953125,,,,
33,543,,0.42997342348098755,4364.60888671875,0.9065097570419312,0.878007709980011
33,543,7400.0283203125,,,,
34,559,,0.4367600083351135,4324.68505859375,0.9024350643157959,0.884662926197052
34,559,7354.36279296875,,,,
35,575,,0.43533575534820557,4460.88330078125,0.9022213220596313,0.8815316557884216
35,575,7387.578125,,,,
36,591,,0.4336276650428772,4331.5830078125,0.9081253409385681,0.8813389539718628
36,591,7346.77001953125,,,,
37,607,,0.42664119601249695,4330.2138671875,0.8981482982635498,0.8743587732315063
37,607,7329.81005859375,,,,
38,623,,0.41838377714157104,4357.712890625,0.906690776348114,0.8654986023902893
38,623,7364.64794921875,,,,
39,639,,0.4232964813709259,4409.68896484375,0.8942867517471313,0.850192129611969
39,639,7400.306640625,,,,
40,655,,0.44168829917907715,4464.1318359375,0.8999017477035522,0.8803683519363403
40,655,7394.48193359375,,,,
41,671,,0.4373012185096741,4302.15234375,0.9047338962554932,0.885015606880188
41,671,7364.85498046875,,,,
42,687,,0.4357742667198181,4303.08935546875,0.9060879349708557,0.8847988843917847
42,687,7311.8203125,,,,
43,703,,0.43694156408309937,4299.9453125,0.9053358435630798,0.885652482509613
43,703,7301.26708984375,,,,
44,719,,0.43612390756607056,4322.541015625,0.9046209454536438,0.8846899271011353
44,719,7292.31005859375,,,,
45,735,,0.4349135756492615,4302.61279296875,0.9053311944007874,0.8856041431427002
45,735,7299.79150390625,,,,
46,751,,0.4345559775829315,4291.21240234375,0.9063231348991394,0.8854318857192993
46,751,7294.32861328125,,,,
47,767,,0.4337743818759918,4304.58642578125,0.9057210087776184,0.8855816721916199
47,767,7285.439453125,,,,
48,783,,0.4361179769039154,4317.13427734375,0.902948796749115,0.8845445513725281
48,783,7292.203125,,,,
49,799,,0.4356406629085541,4297.7919921875,0.903851330280304,0.8845561146736145
49,799,7277.82421875,,,,
50,815,,0.4339121878147125,4288.98583984375,0.9062371253967285,0.8855865001678467
50,815,7300.66455078125,,,,
51,831,,0.434826135635376,4291.78369140625,0.9057721495628357,0.8854774832725525
51,831,7272.69775390625,,,,
52,847,,0.4322793185710907,4283.46484375,0.9066542983055115,0.8850253224372864
52,847,7270.49072265625,,,,
53,863,,0.4376998245716095,4306.306640625,0.9041122794151306,0.8844545483589172
53,863,7272.10498046875,,,,
54,879,,0.4371592104434967,4326.32861328125,0.9038771390914917,0.8848941326141357
54,879,7278.84521484375,,,,
55,895,,0.4342532157897949,4309.74755859375,0.9058623909950256,0.8861531615257263
55,895,7282.52685546875,,,,
56,911,,0.43484413623809814,4286.5390625,0.9061754941940308,0.8855088353157043
56,911,7278.7666015625,,,,
57,927,,0.4350220263004303,4273.80419921875,0.9050949215888977,0.8860401511192322
57,927,7263.173828125,,,,
58,943,,0.4328247308731079,4285.51708984375,0.9064866900444031,0.885783314704895
58,943,7276.28955078125,,,,
