epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,24,,6732.6103515625,0.7551681399345398
0,24,7242.46923828125,,
1,49,,6588.83056640625,0.7579455971717834
1,49,7008.91552734375,,
2,74,,6493.45556640625,0.7669970393180847
2,74,6945.482421875,,
3,99,,6559.89794921875,0.7580470442771912
3,99,6924.41796875,,
4,124,,6423.88134765625,0.7715232372283936
4,124,6893.15625,,
5,149,,6399.12548828125,0.7697209119796753
5,149,6835.03564453125,,
6,174,,6336.07080078125,0.7776390314102173
6,174,6809.65625,,
7,199,,6278.189453125,0.7741551995277405
7,199,6774.9951171875,,
8,224,,6263.375,0.772405743598938
8,224,6764.76904296875,,
9,249,,6188.06201171875,0.7802299857139587
9,249,6737.41162109375,,
10,274,,6235.44384765625,0.7805003523826599
