epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,24,,6558.7939453125,0.7583568096160889
0,24,7234.31689453125,,
1,49,,6583.98828125,0.7633044123649597
1,49,6884.49560546875,,
2,74,,6538.7607421875,0.7681276202201843
2,74,6854.91650390625,,
3,99,,6497.50439453125,0.7689425349235535
3,99,6797.01123046875,,
4,124,,6365.20849609375,0.7735071778297424
4,124,6763.27587890625,,
5,149,,6370.7138671875,0.7695029377937317
5,149,6735.326171875,,
6,174,,6340.98046875,0.7758855223655701
6,174,6686.2001953125,,
7,199,,6354.32763671875,0.7747496962547302
7,199,6679.8564453125,,
8,224,,6293.3203125,0.7808097004890442
