epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,15,,4875.6015625,0.8061634302139282
0,15,8407.541015625,,
1,31,,4645.09423828125,0.845281183719635
1,31,7865.7001953125,,
2,47,,4602.220703125,0.8497554063796997
2,47,7756.48046875,,
3,63,,4527.92236328125,0.8531343340873718
3,63,7647.7890625,,
4,79,,4565.3359375,0.8554089069366455
4,79,7588.83447265625,,
5,95,,4610.61279296875,0.8469738364219666
5,95,7583.2421875,,
6,111,,4606.9736328125,0.8580115437507629
6,111,7693.1513671875,,
7,127,,4605.20947265625,0.8554819226264954
7,127,7552.017578125,,
8,143,,4550.9736328125,0.855934739112854
8,143,7525.97607421875,,
9,159,,4492.33349609375,0.8566142320632935
9,159,7518.359375,,
10,175,,4487.32421875,0.85577392578125
10,175,7481.41845703125,,
11,191,,4370.3720703125,0.8558011651039124
