epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,24,,6632.115234375,0.7542357444763184
0,24,7261.76416015625,,
1,49,,6544.41943359375,0.7643162608146667
1,49,6921.078125,,
2,74,,6493.7919921875,0.770842432975769
2,74,6839.11279296875,,
3,99,,6496.84033203125,0.767421305179596
3,99,6794.30810546875,,
4,124,,6389.39306640625,0.7729247212409973
4,124,6773.138671875,,
5,149,,6348.7705078125,0.7707452774047852
5,149,6756.103515625,,
6,174,,6365.46728515625,0.7709786295890808
6,174,6721.86328125,,
7,199,,6312.42529296875,0.7781854867935181
7,199,6700.5927734375,,
8,224,,6221.2705078125,0.785827100276947
8,224,6649.28369140625,,
9,249,,6205.73193359375,0.786956250667572
9,249,6614.80419921875,,
10,274,,6174.23779296875,0.7828931212425232
10,274,6601.4111328125,,
11,299,,6121.1064453125,0.7925124168395996
