epoch,step,train_loss_RANK,val_kendall_corr_metric,val_loss_RANK,val_map_at_k_metric,val_ndcg_at_k_metric
0,24,,0.19509537518024445,7267.18359375,0.677808403968811,0.6983307003974915
0,24,7426.583984375,,,,
1,49,,0.2635466158390045,6874.01513671875,0.7698562741279602,0.6791986227035522
1,49,7239.6162109375,,,,
2,74,,0.2740442156791687,6811.08154296875,0.8037413954734802,0.7328483462333679
2,74,7121.36279296875,,,,
3,99,,0.26736897230148315,6629.2314453125,0.8204982280731201,0.7970201373100281
3,99,7042.69189453125,,,,
4,124,,0.26701459288597107,6587.93994140625,0.8286898732185364,0.7991365790367126
4,124,6978.701171875,,,,
5,149,,0.2710161507129669,6536.1669921875,0.8319936394691467,0.8224759101867676
5,149,6947.23974609375,,,,
6,174,,0.2675802707672119,6465.76708984375,0.8389655351638794,0.8319761157035828
6,174,6919.7412109375,,,,
7,199,,0.2904568612575531,6608.63818359375,0.838036835193634,0.8475939035415649
7,199,6892.38525390625,,,,
8,224,,0.27733558416366577,6406.91650390625,0.8414031863212585,0.8348935842514038
8,224,6903.1298828125,,,,
9,249,,0.2767936885356903,6408.68359375,0.8502259254455566,0.8486822247505188
9,249,6857.5791015625,,,,
10,274,,0.2812265455722809,6333.21728515625,0.8519582748413086,0.8579002618789673
10,274,6823.1474609375,,,,
11,299,,0.2862713038921356,6207.0048828125,0.8568751215934753,0.8565589189529419
11,299,6788.6884765625,,,,
12,324,,0.2853949964046478,6266.5166015625,0.8593730330467224,0.8614585995674133
12,324,6773.92041015625,,,,
13,349,,0.28843894600868225,6204.6875,0.8684898018836975,0.8552602529525757
13,349,6745.3251953125,,,,
14,374,,0.28748819231987,6351.73486328125,0.8662447929382324,0.8534072041511536
14,374,6738.11328125,,,,
15,399,,0.2905750870704651,6258.9482421875,0.8619104623794556,0.85428386926651
15,399,6704.3837890625,,,,
16,424,,0.2923373281955719,6253.19091796875,0.8719340562820435,0.8507674336433411
16,424,6698.26123046875,,,,
17,449,,0.29706206917762756,6236.43896484375,0.8739272356033325,0.8592158555984497
17,449,6679.201171875,,,,
18,474,,0.2954823076725006,6280.77099609375,0.8738837838172913,0.8641936779022217
18,474,6673.462890625,,,,
19,499,,0.30133089423179626,6119.42138671875,0.8716756701469421,0.8574259877204895
19,499,6655.1572265625,,,,
20,524,,0.29606109857559204,6179.53076171875,0.8760294318199158,0.8473404049873352
20,524,6668.9912109375,,,,
21,549,,0.2985314428806305,6203.818359375,0.8783969283103943,0.838893473148346
21,549,6653.0625,,,,
22,574,,0.2956959009170532,6201.24609375,0.876335859298706,0.8522257804870605
22,574,6640.673828125,,,,
23,599,,0.29836055636405945,6106.4287109375,0.8820408582687378,0.864055871963501
23,599,6635.33642578125,,,,
24,624,,0.30508095026016235,6126.2890625,0.8826541304588318,0.8643854856491089
24,624,6626.67626953125,,,,
25,649,,0.30263423919677734,6137.93310546875,0.8838765025138855,0.8596034646034241
25,649,6622.30078125,,,,
26,674,,0.30226507782936096,6119.48974609375,0.8781958818435669,0.8656255602836609
26,674,6618.865234375,,,,
27,699,,0.2994650602340698,6198.412109375,0.8811998963356018,0.85623699426651
27,699,6610.11181640625,,,,
28,724,,0.30312713980674744,6134.82080078125,0.8865423202514648,0.8631747364997864
28,724,6599.97216796875,,,,
29,749,,0.3063541352748871,6058.771484375,0.884981095790863,0.8721097111701965
29,749,6577.86767578125,,,,
30,774,,0.2966896593570709,6133.37060546875,0.8868286609649658,0.8750035762786865
30,774,6608.67822265625,,,,
31,799,,0.29733797907829285,6142.9619140625,0.8883521556854248,0.8736642599105835
31,799,6580.10009765625,,,,
32,824,,0.30277949571609497,6149.6044921875,0.8883335590362549,0.874467134475708
32,824,6579.61962890625,,,,
33,849,,0.30456051230430603,6096.60986328125,0.8860034346580505,0.8713444471359253
33,849,6585.82373046875,,,,
34,874,,0.3035300076007843,6135.38525390625,0.8855804800987244,0.881498396396637
34,874,6587.26708984375,,,,
35,899,,0.30248621106147766,6039.98681640625,0.8814234137535095,0.8562371134757996
35,899,6571.1708984375,,,,
36,924,,0.30589255690574646,5988.875,0.8876993656158447,0.8769372701644897
36,924,6553.63427734375,,,,
37,949,,0.30721208453178406,6028.13671875,0.8860056400299072,0.8630106449127197
37,949,6571.0322265625,,,,
38,974,,0.3062582015991211,6048.6318359375,0.8900911211967468,0.8826001286506653
38,974,6574.32763671875,,,,
39,999,,0.29643648862838745,6172.7666015625,0.8794013857841492,0.8677053451538086
39,999,6554.22021484375,,,,
40,1024,,0.30116772651672363,6046.47021484375,0.8854283690452576,0.8644925355911255
40,1024,6558.01708984375,,,,
41,1049,,0.29832929372787476,6100.87744140625,0.8856216669082642,0.8741453289985657
41,1049,6562.4501953125,,,,
42,1074,,0.29927927255630493,6054.7900390625,0.8872329592704773,0.8713696599006653
42,1074,6549.53125,,,,
43,1099,,0.29573482275009155,6085.10791015625,0.8845763802528381,0.8821072578430176
43,1099,6565.46826171875,,,,
44,1124,,0.3015362322330475,6052.96728515625,0.8863429427146912,0.8787354230880737
44,1124,6553.1015625,,,,
45,1149,,0.3012342154979706,6035.89990234375,0.8912885785102844,0.8828672170639038
45,1149,6551.28515625,,,,
46,1174,,0.29891806840896606,6050.77734375,0.888569712638855,0.8812047243118286
46,1174,6547.98583984375,,,,
47,1199,,0.3003234565258026,6030.54931640625,0.8904340863227844,0.8831851482391357
47,1199,6543.32275390625,,,,
48,1224,,0.30011045932769775,6059.88134765625,0.8905712962150574,0.8834609985351562
48,1224,6534.36962890625,,,,
