epoch,step,test_loss,train_loss,val_loss
0,30,,,0.056058578193187714
1,49,,0.04370850324630737,
1,61,,,0.04576723277568817
2,92,,,0.04523449391126633
3,99,,0.04163646697998047,
3,123,,,0.04471176862716675
4,149,,0.03695712238550186,
4,154,,,0.04336407035589218
5,185,,,0.042178548872470856
6,199,,0.032212913036346436,
6,216,,,0.03984596207737923
7,247,,,0.038552768528461456
8,249,,0.03992185741662979,
8,278,,,0.03686631843447685
9,299,,0.04825834557414055,
9,309,,,0.03641263768076897
10,340,,,0.03554846718907356
11,349,,0.030290400609374046,
11,371,,,0.03520107641816139
12,399,,0.02946099452674389,
12,402,,,0.03453151136636734
13,433,,,0.03521973267197609
14,449,,0.030257441103458405,
14,464,,,0.03458377346396446
15,495,,,0.03354176878929138
16,499,,0.03702571988105774,
16,526,,,0.03304501995444298
17,549,,0.03383571654558182,
17,557,,,0.033004168421030045
18,588,,,0.03260236978530884
19,599,,0.027009546756744385,
19,619,,,0.03229976072907448
20,649,,0.023393157869577408,
20,650,,,0.03270336613059044
21,681,,,0.03253687173128128
22,699,,0.021313846111297607,
22,712,,,0.03265906125307083
23,743,,,0.031002825126051903
24,749,,0.02513873390853405,
24,774,,,0.030863311141729355
25,799,,0.028700964525341988,
25,805,,,0.030497228726744652
26,836,,,0.030914507806301117
27,849,,0.0260578952729702,
27,867,,,0.030489005148410797
28,898,,,0.029898086562752724
29,899,,0.03531369939446449,
29,929,,,0.029909508302807808
30,949,,0.024005694314837456,
30,960,,,0.030111802741885185
31,991,,,0.029037710279226303
32,999,,0.029969973489642143,
32,1022,,,0.028976259753108025
33,1049,,0.03643368184566498,
33,1053,,,0.028474079445004463
34,1084,,,0.030353888869285583
35,1099,,0.022656159475445747,
35,1115,,,0.028424398973584175
36,1146,,,0.028559185564517975
37,1149,,0.02461809292435646,
37,1177,,,0.02861974388360977
38,1199,,0.02492724172770977,
38,1208,,,0.027894867584109306
39,1239,,,0.02814226783812046
40,1249,,0.028692295774817467,
40,1270,,,0.03110155276954174
41,1299,,0.024086730554699898,
41,1301,,,0.028203085064888
42,1332,,,0.027296151965856552
43,1349,,0.020796163007616997,
43,1363,,,0.02816806174814701
44,1394,,,0.027275795117020607
45,1399,,0.02439585141837597,
45,1425,,,0.02672358602285385
46,1449,,0.026539312675595284,
46,1456,,,0.026576340198516846
47,1487,,,0.026949496939778328
48,1499,,0.022596165537834167,
48,1518,,,0.026429465040564537
49,1549,,0.02059592492878437,
49,1549,,,0.025938455015420914
50,1580,,,0.026006318628787994
51,1599,,0.025270335376262665,
51,1611,,,0.026697436347603798
52,1642,,,0.026296665892004967
53,1649,,0.027226027101278305,
53,1673,,,0.02762906439602375
54,1699,,0.024706825613975525,
54,1704,,,0.02551482804119587
55,1735,,,0.026317084208130836
56,1749,,0.023429227992892265,
56,1766,,,0.026206856593489647
57,1797,,,0.02510778419673443
58,1799,,0.027183329686522484,
58,1828,,,0.024982409551739693
59,1849,,0.01870383322238922,
59,1859,,,0.025587908923625946
60,1890,,,0.02729792520403862
61,1899,,0.02588309720158577,
61,1921,,,0.02500973641872406
62,1949,,0.02320508100092411,
62,1952,,,0.02533966675400734
63,1983,,,0.025049902498722076
64,1999,,0.027568574994802475,
64,2014,,,0.026047509163618088
65,2045,,,0.026282599195837975
66,2049,,0.02009519562125206,
66,2076,,,0.025450602173805237
67,2099,,0.023231197148561478,
67,2107,,,0.025019027292728424
68,2138,,,0.024039939045906067
69,2149,,0.023394344374537468,
69,2169,,,0.023996733129024506
70,2199,,0.026394208893179893,
70,2200,,,0.027720559388399124
71,2231,,,0.023964907974004745
72,2249,,0.023791607469320297,
72,2262,,,0.02474927343428135
73,2293,,,0.024498192593455315
74,2299,,0.018178202211856842,
74,2324,,,0.02422371692955494
75,2349,,0.02066286839544773,
75,2355,,,0.02461015246808529
76,2386,,,0.025099944323301315
77,2399,,0.027255170047283173,
77,2417,,,0.0307595394551754
78,2448,,,0.023785388097167015
79,2449,,0.020396841689944267,
79,2479,,,0.02373766340315342
80,2499,,0.02526947297155857,
80,2510,,,0.024085378274321556
81,2541,,,0.023127015680074692
82,2549,,0.027111239731311798,
82,2572,,,0.02313605695962906
83,2599,,0.023048849776387215,
83,2603,,,0.025312775745987892
84,2634,,,0.024333685636520386
85,2649,,0.020089277997612953,
85,2665,,,0.022845132276415825
86,2696,,,0.02394324354827404
87,2699,,0.018804112449288368,
87,2727,,,0.024847907945513725
88,2749,,0.029543906450271606,
88,2758,,,0.02489449828863144
89,2789,,,0.02272615395486355
90,2799,,0.02233819104731083,
90,2820,,,0.024233801290392876
91,2849,,0.02208196371793747,
91,2851,,,0.022846823558211327
92,2882,,,0.023111388087272644
93,2899,,0.020066874101758003,
93,2913,,,0.02329089492559433
94,2944,,,0.02297072298824787
95,2949,,0.01813800260424614,
95,2975,,,0.022695500403642654
96,2999,,0.019791334867477417,
96,3006,,,0.02385145239531994
97,3037,,,0.023621199652552605
98,3049,,0.017629919573664665,
98,3068,,,0.022107623517513275
99,3099,,0.024516601115465164,
99,3099,,,0.022294340655207634
100,3100,0.023755993694067,,
