epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,30,,4570.71240234375,0.8523539900779724
0,30,8038.8759765625,,
1,61,,4549.7333984375,0.850211501121521
1,61,7612.20166015625,,
2,92,,4561.4365234375,0.8560932278633118
2,92,7454.35205078125,,
3,123,,4395.00244140625,0.8516620993614197
3,123,7399.6904296875,,
4,154,,4455.84521484375,0.8521792888641357
4,154,7380.01806640625,,
5,185,,4392.6796875,0.8564501404762268
5,185,7344.1005859375,,
6,216,,4424.955078125,0.8419361710548401
