epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,15,,4888.73876953125,0.8175219893455505
0,15,8478.1494140625,,
1,31,,4591.87451171875,0.8472402691841125
1,31,7762.076171875,,
2,47,,4605.78076171875,0.8564860820770264
2,47,7589.06982421875,,
3,63,,4610.30810546875,0.8522018194198608
3,63,7554.26708984375,,
4,79,,4568.8017578125,0.8420995473861694
4,79,7496.986328125,,
5,95,,4466.123046875,0.8535413146018982
5,95,7457.01806640625,,
6,111,,4481.9462890625,0.8544507622718811
