epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,15,,4858.4453125,0.8087531328201294
0,15,8277.6083984375,,
1,31,,4646.5888671875,0.8267818689346313
1,31,7742.123046875,,
2,47,,4549.95947265625,0.8486357927322388
2,47,7617.33349609375,,
3,63,,4598.14208984375,0.849628210067749
3,63,7521.16259765625,,
4,79,,4602.78857421875,0.8479565978050232
4,79,7510.5126953125,,
5,95,,4493.37158203125,0.854625940322876
5,95,7432.82275390625,,
6,111,,4441.86767578125,0.8542313575744629
6,111,7389.34765625,,
7,127,,4379.31494140625,0.858225405216217
7,127,7348.38427734375,,
8,143,,4412.90380859375,0.8559861183166504
8,143,7362.5947265625,,
9,159,,4413.40576171875,0.854989230632782
9,159,7388.31201171875,,
10,175,,4371.9697265625,0.8542075753211975
10,175,7314.39501953125,,
11,191,,4356.01220703125,0.8574163913726807
