epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,15,,4882.755859375,0.7825989127159119
0,15,8401.736328125,,
1,31,,4594.93994140625,0.8458327651023865
1,31,7840.5185546875,,
2,47,,4553.98486328125,0.8505818843841553
2,47,7618.47509765625,,
3,63,,4490.64501953125,0.8499414920806885
3,63,7520.6650390625,,
4,79,,4450.44140625,0.8561570644378662
4,79,7486.65625,,
5,95,,4447.22509765625,0.8522136211395264
5,95,7492.10595703125,,
6,111,,4393.93505859375,0.8564419746398926
6,111,7405.4228515625,,
7,127,,4451.845703125,0.8540914058685303
7,127,7404.44580078125,,
8,143,,4367.36669921875,0.8568524122238159
8,143,7379.99755859375,,
9,159,,4371.7626953125,0.854594886302948
9,159,7348.5908203125,,
10,175,,4401.95751953125,0.848890483379364
10,175,7371.4541015625,,
11,191,,4568.89111328125,0.8515276908874512
