epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,24,,6608.26806640625,0.7604126930236816
0,24,7215.39892578125,,
1,49,,6531.70166015625,0.7676387429237366
1,49,6931.5732421875,,
2,74,,6506.4931640625,0.7710164785385132
2,74,6852.18310546875,,
3,99,,6499.1494140625,0.7581252455711365
3,99,6815.19189453125,,
4,124,,6364.14404296875,0.7760529518127441
4,124,6791.47216796875,,
5,149,,6307.26611328125,0.7715492248535156
5,149,6767.2841796875,,
6,174,,6288.24853515625,0.7753057479858398
6,174,6688.66845703125,,
7,199,,6304.15478515625,0.7782354354858398
7,199,6647.6015625,,
8,224,,6227.60791015625,0.7663830518722534
