epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,24,,6644.333984375,0.7550562620162964
0,24,7265.1201171875,,
1,49,,6567.009765625,0.7622764706611633
1,49,6919.5869140625,,
2,74,,6578.62060546875,0.7654374837875366
2,74,6885.4248046875,,
3,99,,6578.10791015625,0.767444372177124
3,99,6849.169921875,,
4,124,,6417.7666015625,0.770939826965332
4,124,6813.4013671875,,
5,149,,6378.23779296875,0.7696353197097778
5,149,6795.8828125,,
6,174,,6420.87841796875,0.7718586325645447
