epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,24,,6596.79296875,0.7578312754631042
0,24,7236.275390625,,
1,49,,6524.595703125,0.7650501728057861
1,49,6897.05419921875,,
2,74,,6542.72021484375,0.7675357460975647
2,74,6850.01220703125,,
3,99,,6504.65478515625,0.7695193290710449
3,99,6800.6708984375,,
4,124,,6374.55224609375,0.7713597416877747
4,124,6767.5859375,,
5,149,,6380.26171875,0.7697290182113647
5,149,6741.18212890625,,
6,174,,6367.7958984375,0.7738614678382874
6,174,6698.8515625,,
7,199,,6334.5869140625,0.7765042781829834
7,199,6683.2900390625,,
8,224,,6247.47509765625,0.7827440500259399
8,224,6636.68017578125,,
9,249,,6188.916015625,0.7864675521850586
9,249,6610.2451171875,,
10,274,,6233.7080078125,0.7862128615379333
10,274,6604.39501953125,,
11,299,,6074.90869140625,0.7959699034690857
11,299,6570.62646484375,,
12,324,,6075.875,0.7980947494506836
12,324,6532.4833984375,,
13,349,,6119.365234375,0.8002930283546448
13,349,6519.884765625,,
14,374,,6074.28955078125,0.7946240901947021
14,374,6534.1767578125,,
15,399,,6034.12841796875,0.797300398349762
15,399,6499.3974609375,,
16,424,,6044.041015625,0.7997214794158936
16,424,6489.30908203125,,
17,449,,6106.28369140625,0.8046132922172546
17,449,6486.384765625,,
18,474,,5997.806640625,0.8007423281669617
18,474,6478.533203125,,
19,499,,6067.10791015625,0.803795576095581
19,499,6452.064453125,,
20,524,,6009.9951171875,0.8002927303314209
20,524,6454.2998046875,,
21,549,,6039.24951171875,0.799853503704071
21,549,6450.34228515625,,
22,574,,6069.98046875,0.8009052872657776
22,574,6445.49755859375,,
23,599,,6050.16650390625,0.8013458847999573
23,599,6445.9931640625,,
24,624,,6007.4755859375,0.800226092338562
24,624,6440.275390625,,
25,649,,6027.56494140625,0.8025444746017456
25,649,6441.533203125,,
26,674,,6112.65380859375,0.8018237352371216
26,674,6434.2568359375,,
27,699,,6014.7109375,0.798198401927948
27,699,6408.80810546875,,
28,724,,5987.255859375,0.7995860576629639
28,724,6421.6435546875,,
29,749,,6040.20849609375,0.7996389269828796
29,749,6431.92626953125,,
30,774,,6038.376953125,0.8041619062423706
30,774,6417.77294921875,,
31,799,,6086.689453125,0.7953386306762695
31,799,6409.11279296875,,
32,824,,6026.85595703125,0.8067010641098022
32,824,6429.94189453125,,
33,849,,6074.73095703125,0.793963611125946
33,849,6422.24560546875,,
34,874,,5995.35986328125,0.8009245991706848
34,874,6414.81884765625,,
35,899,,5993.64111328125,0.8049768209457397
35,899,6418.16357421875,,
36,924,,6037.39404296875,0.7997229695320129
36,924,6399.87841796875,,
37,949,,6006.529296875,0.8019238710403442
37,949,6407.3720703125,,
38,974,,6032.2548828125,0.8076049089431763
38,974,6406.51220703125,,
39,999,,5988.4423828125,0.8013501167297363
39,999,6408.44677734375,,
40,1024,,6022.84521484375,0.8027693033218384
40,1024,6396.20849609375,,
41,1049,,5999.12255859375,0.8041577935218811
41,1049,6392.03759765625,,
42,1074,,5985.9248046875,0.8055538535118103
42,1074,6372.6904296875,,
43,1099,,6008.818359375,0.8068203926086426
43,1099,6370.79150390625,,
44,1124,,6008.36328125,0.8057013750076294
44,1124,6382.34423828125,,
45,1149,,5976.3046875,0.8047573566436768
45,1149,6374.85546875,,
46,1174,,5993.634765625,0.8059085011482239
46,1174,6375.75390625,,
47,1199,,5982.82958984375,0.8058227896690369
47,1199,6372.3759765625,,
48,1224,,5991.91015625,0.8063567876815796
48,1224,6367.91015625,,
49,1249,,6017.189453125,0.803530216217041
49,1249,6366.921875,,
