epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,24,,6628.0576171875,0.7558407783508301
0,24,7289.26025390625,,
1,49,,6610.89794921875,0.7637484073638916
1,49,6982.28125,,
2,74,,6624.92138671875,0.7647714614868164
2,74,6942.34228515625,,
3,99,,6531.0712890625,0.7686086297035217
3,99,6902.5791015625,,
4,124,,6435.1455078125,0.7718234062194824
4,124,6866.40185546875,,
5,149,,6374.65576171875,0.7710926532745361
5,149,6854.90576171875,,
6,174,,6462.83544921875,0.7723602056503296
