epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,15,,5046.28662109375,0.7629572153091431
0,15,8518.009765625,,
1,31,,4620.25732421875,0.8398256897926331
1,31,7869.16796875,,
2,47,,4517.57666015625,0.8481711149215698
2,47,7680.34326171875,,
3,63,,4537.46142578125,0.8496947288513184
3,63,7583.7705078125,,
4,79,,4510.6806640625,0.8566561341285706
4,79,7534.037109375,,
5,95,,4541.01025390625,0.8550484776496887
5,95,7514.9384765625,,
6,111,,4414.548828125,0.8561397194862366
6,111,7491.31201171875,,
7,127,,4390.9794921875,0.8531254529953003
7,127,7487.1572265625,,
8,143,,4423.44287109375,0.8538200855255127
8,143,7447.0087890625,,
9,159,,4407.01953125,0.858461856842041
9,159,7409.244140625,,
10,175,,4394.54736328125,0.8508442044258118
10,175,7460.7802734375,,
11,191,,4406.10791015625,0.8525280356407166
