epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,24,,6594.30419921875,0.7569717764854431
0,24,7269.1044921875,,
1,49,,6657.87939453125,0.7623817920684814
1,49,6937.42236328125,,
2,74,,6575.01318359375,0.7668123245239258
2,74,6904.28955078125,,
3,99,,6524.3125,0.7669539451599121
3,99,6848.76318359375,,
4,124,,6388.89013671875,0.7717832326889038
4,124,6812.23388671875,,
5,149,,6371.7685546875,0.7704308032989502
5,149,6797.24951171875,,
6,174,,6376.30224609375,0.7763170599937439
6,174,6751.966796875,,
7,199,,6391.03515625,0.776300311088562
7,199,6742.66455078125,,
8,224,,6283.35693359375,0.7794807553291321
