epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,15,,4779.08642578125,0.8201920986175537
0,15,8371.3427734375,,
1,31,,4722.3642578125,0.8396890759468079
1,31,7799.9814453125,,
2,47,,4651.998046875,0.8535848259925842
2,47,7760.95556640625,,
3,63,,4533.48046875,0.8502882719039917
3,63,7629.501953125,,
4,79,,4592.22021484375,0.8482886552810669
4,79,7575.7431640625,,
5,95,,4566.16845703125,0.851542592048645
5,95,7626.27294921875,,
6,111,,4482.5341796875,0.8591492176055908
6,111,7683.80810546875,,
7,127,,4517.90234375,0.8551367521286011
7,127,7538.330078125,,
8,143,,4482.65478515625,0.8544056415557861
8,143,7512.7548828125,,
9,159,,4391.47509765625,0.8570601344108582
9,159,7512.9208984375,,
10,175,,4428.751953125,0.8550723791122437
10,175,7441.27734375,,
11,191,,4353.376953125,0.8574973344802856
