epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,15,,4907.1494140625,0.8302526473999023
0,15,8512.9794921875,,
1,31,,4610.4013671875,0.8478200435638428
1,31,7861.5087890625,,
2,47,,4655.408203125,0.8550719618797302
2,47,7666.064453125,,
3,63,,4603.30712890625,0.857984721660614
3,63,7643.19140625,,
4,79,,4633.84716796875,0.8184890151023865
4,79,7571.95751953125,,
5,95,,4544.09033203125,0.8457106947898865
5,95,7640.27685546875,,
6,111,,4561.50244140625,0.855707585811615
