epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,24,,6574.24609375,0.7574073076248169
0,24,7232.03955078125,,
1,49,,6551.78076171875,0.7636937499046326
1,49,6887.7412109375,,
2,74,,6531.7734375,0.7669891715049744
2,74,6849.548828125,,
3,99,,6486.06005859375,0.7696641683578491
3,99,6794.37255859375,,
4,124,,6357.20556640625,0.7733651995658875
4,124,6756.720703125,,
5,149,,6364.13671875,0.7683378458023071
5,149,6740.69921875,,
6,174,,6359.75048828125,0.7739934921264648
6,174,6700.6484375,,
7,199,,6343.134765625,0.7749737501144409
7,199,6683.591796875,,
8,224,,6264.47509765625,0.7815678715705872
8,224,6642.60009765625,,
9,249,,6209.90234375,0.7876468300819397
9,249,6614.306640625,,
10,274,,6280.84521484375,0.778294026851654
10,274,6610.998046875,,
11,299,,6133.92041015625,0.7911478281021118
