epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,24,,6595.658203125,0.757037341594696
0,24,7256.66943359375,,
1,49,,6557.6748046875,0.7607842087745667
1,49,6927.84912109375,,
2,74,,6537.2109375,0.7689974904060364
2,74,6862.35693359375,,
3,99,,6490.13671875,0.7703852653503418
3,99,6810.048828125,,
4,124,,6392.603515625,0.7728861570358276
4,124,6799.6845703125,,
5,149,,6382.1376953125,0.7685383558273315
5,149,6781.970703125,,
6,174,,6411.10009765625,0.7692583203315735
6,174,6752.24853515625,,
7,199,,6363.6982421875,0.7706764340400696
