epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,24,,6563.533203125,0.7614662647247314
0,24,7180.7685546875,,
1,49,,6480.439453125,0.7613280415534973
1,49,6892.7587890625,,
2,74,,6408.18603515625,0.767206609249115
2,74,6817.96923828125,,
3,99,,6418.2724609375,0.7667651772499084
3,99,6772.2998046875,,
4,124,,6353.82421875,0.7737581729888916
4,124,6762.93896484375,,
5,149,,6328.87890625,0.7736943364143372
5,149,6727.38671875,,
6,174,,6327.7060546875,0.7761868238449097
6,174,6704.81787109375,,
7,199,,6235.3388671875,0.7786344289779663
7,199,6657.5966796875,,
8,224,,6211.83349609375,0.7868950366973877
8,224,6627.00830078125,,
9,249,,6170.3330078125,0.7874481081962585
9,249,6590.396484375,,
10,274,,6146.58544921875,0.7881792783737183
10,274,6567.30908203125,,
11,299,,6095.103515625,0.7879989147186279
