epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,15,,5080.49267578125,0.7691349387168884
0,15,8463.6123046875,,
1,31,,4799.08642578125,0.8264941573143005
1,31,7923.21044921875,,
2,47,,4577.58935546875,0.8442898392677307
2,47,7684.4130859375,,
3,63,,4545.5400390625,0.8491886854171753
3,63,7535.35107421875,,
4,79,,4474.984375,0.8507658243179321
4,79,7489.28076171875,,
5,95,,4462.86279296875,0.8582046627998352
5,95,7462.12109375,,
6,111,,4444.26513671875,0.8584633469581604
6,111,7404.7587890625,,
7,127,,4503.8994140625,0.8525186777114868
7,127,7411.6591796875,,
8,143,,4533.31005859375,0.8534207344055176
8,143,7493.7470703125,,
9,159,,4490.78564453125,0.8547027707099915
9,159,7444.87451171875,,
10,175,,4398.7587890625,0.8584793210029602
10,175,7439.17822265625,,
11,191,,4411.0966796875,0.8606707453727722
11,191,7403.77197265625,,
12,207,,4362.9013671875,0.8555079698562622
12,207,7343.13525390625,,
13,223,,4375.0048828125,0.8585560917854309
13,223,7332.79541015625,,
14,239,,4366.30517578125,0.8551464080810547
14,239,7326.916015625,,
15,255,,4322.20654296875,0.8609707355499268
15,255,7289.1572265625,,
16,271,,4340.93310546875,0.8573482632637024
16,271,7297.9697265625,,
17,287,,4302.78173828125,0.8569645285606384
17,287,7280.06396484375,,
18,303,,4289.8251953125,0.8605653047561646
18,303,7267.80322265625,,
19,319,,4289.451171875,0.8544117212295532
19,319,7245.904296875,,
20,335,,4266.90234375,0.8560960292816162
20,335,7275.4912109375,,
21,351,,4298.15576171875,0.8663103580474854
21,351,7226.68017578125,,
22,367,,4291.46728515625,0.858329713344574
22,367,7245.74462890625,,
23,383,,4410.39111328125,0.8541359305381775
23,383,7294.99609375,,
24,399,,4319.82763671875,0.8603072762489319
24,399,7293.51220703125,,
25,415,,4278.87451171875,0.8583338856697083
25,415,7244.931640625,,
26,431,,4341.25830078125,0.8572316765785217
26,431,7238.37646484375,,
27,447,,4354.31494140625,0.8525002598762512
27,447,7237.56201171875,,
28,463,,4343.90673828125,0.8600631952285767
28,463,7229.92333984375,,
29,479,,4323.705078125,0.8588142991065979
29,479,7192.03076171875,,
30,495,,4338.6298828125,0.8576074242591858
30,495,7209.08154296875,,
31,511,,4245.201171875,0.8613602519035339
31,511,7188.37744140625,,
32,527,,4280.77783203125,0.8559898734092712
32,527,7171.19140625,,
33,543,,4299.7978515625,0.8601468801498413
33,543,7206.08203125,,
34,559,,4285.083984375,0.8593578934669495
34,559,7212.66162109375,,
35,575,,4323.54345703125,0.8602844476699829
35,575,7214.8720703125,,
36,591,,4306.56640625,0.858999490737915
36,591,7191.65673828125,,
37,607,,4374.1083984375,0.8613063097000122
37,607,7205.5498046875,,
38,623,,4323.34228515625,0.8553723692893982
38,623,7259.05810546875,,
39,639,,4235.83544921875,0.8644724488258362
39,639,7178.826171875,,
40,655,,4238.8193359375,0.8659263253211975
40,655,7155.701171875,,
41,671,,4237.83837890625,0.8633853197097778
41,671,7145.11865234375,,
42,687,,4280.5205078125,0.8652102947235107
42,687,7167.11376953125,,
43,703,,4312.48583984375,0.8622812628746033
43,703,7141.20556640625,,
44,719,,4326.2216796875,0.8627326488494873
44,719,7160.70947265625,,
45,735,,4271.85498046875,0.8615342974662781
45,735,7166.28515625,,
46,751,,4240.40673828125,0.8633395433425903
46,751,7111.47802734375,,
47,767,,4249.609375,0.8637005686759949
47,767,7150.0634765625,,
48,783,,4240.5654296875,0.860958456993103
48,783,7161.82568359375,,
49,799,,4241.775390625,0.8625115156173706
49,799,7133.7216796875,,
