epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,24,,6627.78515625,0.758269190788269
0,24,7306.40185546875,,
1,49,,6609.81689453125,0.7613899111747742
1,49,7034.14697265625,,
2,74,,6613.14794921875,0.7705055475234985
2,74,6967.0322265625,,
3,99,,6541.833984375,0.7663006782531738
3,99,6928.5107421875,,
4,124,,6504.01611328125,0.7709071636199951
4,124,6914.4931640625,,
5,149,,6399.662109375,0.7710285782814026
5,149,6892.701171875,,
6,174,,6460.42529296875,0.7747406363487244
6,174,6853.51123046875,,
7,199,,6400.7265625,0.7738452553749084
7,199,6842.12841796875,,
8,224,,6291.13134765625,0.7833554148674011
8,224,6786.20556640625,,
9,249,,6287.84033203125,0.7784141302108765
9,249,6770.669921875,,
10,274,,6256.00390625,0.7800729870796204
10,274,6755.00146484375,,
11,299,,6207.2080078125,0.7904050946235657
