epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,15,,5015.5986328125,0.7825693488121033
0,15,8486.603515625,,
1,31,,4591.275390625,0.8500681519508362
1,31,7807.8935546875,,
2,47,,4575.6533203125,0.8499687910079956
2,47,7626.7998046875,,
3,63,,4574.3173828125,0.8495463132858276
3,63,7577.48291015625,,
4,79,,4597.4755859375,0.846417248249054
4,79,7517.234375,,
5,95,,4521.12744140625,0.8534833192825317
5,95,7508.291015625,,
6,111,,4388.3046875,0.8571361899375916
6,111,7491.3125,,
7,127,,4449.09765625,0.8589704632759094
7,127,7469.25634765625,,
8,143,,4418.646484375,0.856331467628479
8,143,7458.78076171875,,
9,159,,4385.849609375,0.8575453162193298
9,159,7448.638671875,,
10,175,,4380.41650390625,0.8540009260177612
10,175,7379.9052734375,,
11,191,,4341.27734375,0.8544708490371704
