epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,15,,4883.53173828125,0.8306028842926025
0,15,8362.7705078125,,
1,31,,4594.5546875,0.8469248414039612
1,31,7776.9560546875,,
2,47,,4595.1484375,0.853771984577179
2,47,7562.70703125,,
3,63,,4502.544921875,0.8556879758834839
3,63,7522.103515625,,
4,79,,4607.4599609375,0.8371002674102783
4,79,7440.931640625,,
5,95,,4426.41162109375,0.8569998741149902
5,95,7489.31884765625,,
6,111,,4415.173828125,0.8612198233604431
6,111,7395.14013671875,,
7,127,,4473.73876953125,0.8549013137817383
7,127,7382.51220703125,,
8,143,,4345.2451171875,0.8589679002761841
8,143,7333.74462890625,,
9,159,,4470.54736328125,0.8565881252288818
9,159,7280.66796875,,
10,175,,4296.525390625,0.8591861128807068
10,175,7302.0244140625,,
11,191,,4337.82421875,0.8585765957832336
11,191,7307.47509765625,,
12,207,,4312.3203125,0.856316328048706
12,207,7288.06982421875,,
13,223,,4296.7177734375,0.8593916893005371
13,223,7311.658203125,,
14,239,,4416.29736328125,0.8615804314613342
14,239,7293.98779296875,,
15,255,,4306.484375,0.8552424907684326
15,255,7325.31884765625,,
16,271,,4345.39794921875,0.8579508662223816
16,271,7268.4736328125,,
17,287,,4319.78564453125,0.8558022379875183
17,287,7256.77783203125,,
18,303,,4258.79541015625,0.8577205538749695
18,303,7253.4609375,,
19,319,,4313.48876953125,0.8621838688850403
19,319,7212.759765625,,
20,335,,4423.34814453125,0.8487570881843567
20,335,7184.5908203125,,
21,351,,4309.1181640625,0.8613061308860779
21,351,7263.35205078125,,
22,367,,4302.3427734375,0.8612576723098755
22,367,7256.56689453125,,
23,383,,4390.58447265625,0.8565228581428528
23,383,7231.85986328125,,
24,399,,4242.95654296875,0.8578741550445557
24,399,7211.74560546875,,
25,415,,4319.0771484375,0.8577030897140503
25,415,7197.74267578125,,
26,431,,4245.0615234375,0.8637242913246155
26,431,7179.9326171875,,
27,447,,4230.173828125,0.8613462448120117
27,447,7172.79638671875,,
28,463,,4304.73291015625,0.8619186282157898
28,463,7189.68408203125,,
29,479,,4245.580078125,0.8604099750518799
29,479,7131.92431640625,,
30,495,,4328.599609375,0.8596585392951965
30,495,7152.4345703125,,
31,511,,4267.04345703125,0.8575277924537659
31,511,7157.61962890625,,
32,527,,4416.4365234375,0.8530546426773071
32,527,7175.9130859375,,
33,543,,4297.470703125,0.8559927940368652
33,543,7200.24072265625,,
34,559,,4223.8720703125,0.8577544689178467
34,559,7139.9541015625,,
35,575,,4216.09716796875,0.8567020893096924
35,575,7227.501953125,,
36,591,,4275.06396484375,0.8593043088912964
36,591,7181.9990234375,,
37,607,,4241.0947265625,0.8585077524185181
37,607,7155.00048828125,,
38,623,,4294.267578125,0.8612848520278931
38,623,7158.76611328125,,
39,639,,4219.734375,0.8593062162399292
39,639,7150.97802734375,,
40,655,,4206.37255859375,0.8621982336044312
40,655,7098.35009765625,,
41,671,,4279.89599609375,0.8602205514907837
41,671,7126.14111328125,,
42,687,,4181.21533203125,0.8615497946739197
42,687,7132.53515625,,
43,703,,4264.03857421875,0.8561209440231323
43,703,7269.09814453125,,
44,719,,4261.00048828125,0.8553705215454102
44,719,7218.69677734375,,
45,735,,4213.21630859375,0.8575994968414307
45,735,7143.23486328125,,
46,751,,4235.0234375,0.8545709252357483
46,751,7096.84033203125,,
47,767,,4214.69775390625,0.8610959053039551
47,767,7126.716796875,,
48,783,,4186.8203125,0.8569384813308716
48,783,7096.73828125,,
49,799,,4231.1640625,0.86081463098526
