epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,24,,6873.46923828125,0.7559798955917358
0,24,7364.6328125,,
1,49,,6451.65673828125,0.7623600363731384
1,49,6927.21630859375,,
2,74,,6421.80810546875,0.7677930593490601
2,74,6837.95654296875,,
3,99,,6398.59765625,0.7703261971473694
3,99,6783.34375,,
4,124,,6373.60400390625,0.7696713805198669
4,124,6764.42626953125,,
5,149,,6346.02294921875,0.7718620300292969
5,149,6723.76318359375,,
6,174,,6277.78759765625,0.7785496115684509
6,174,6697.44091796875,,
7,199,,6232.58984375,0.7810662984848022
7,199,6685.3720703125,,
8,224,,6162.76171875,0.7923426628112793
8,224,6623.025390625,,
9,249,,6163.39208984375,0.7894818782806396
9,249,6587.330078125,,
10,274,,6108.44921875,0.7946013808250427
10,274,6552.94189453125,,
11,299,,6136.619140625,0.7876708507537842
11,299,6567.5205078125,,
12,324,,6141.25146484375,0.7873595356941223
12,324,6543.86962890625,,
13,349,,6087.04443359375,0.7884900569915771
