epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,15,,4856.08544921875,0.7961046695709229
0,15,8359.421875,,
1,31,,4575.6044921875,0.844459593296051
1,31,7749.58544921875,,
2,47,,4613.53369140625,0.8431017398834229
2,47,7576.63818359375,,
3,63,,4446.802734375,0.8529096841812134
3,63,7493.00244140625,,
4,79,,4441.2041015625,0.8556134104728699
4,79,7436.0234375,,
5,95,,4443.681640625,0.8522666096687317
5,95,7466.158203125,,
6,111,,4385.28857421875,0.8545881509780884
6,111,7364.8427734375,,
7,127,,4436.91650390625,0.8583988547325134
7,127,7376.88916015625,,
8,143,,4372.58984375,0.8577776551246643
8,143,7340.09814453125,,
9,159,,4339.82421875,0.8542658090591431
9,159,7300.78271484375,,
10,175,,4383.2373046875,0.8535884618759155
10,175,7325.873046875,,
11,191,,4633.13525390625,0.8436160087585449
