epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,24,,6650.806640625,0.7539538145065308
0,24,7272.81689453125,,
1,49,,6565.48291015625,0.7608083486557007
1,49,6931.220703125,,
2,74,,6591.21630859375,0.7669209241867065
2,74,6883.388671875,,
3,99,,6563.72705078125,0.7694857120513916
3,99,6849.41796875,,
4,124,,6420.24755859375,0.7706771492958069
4,124,6809.9111328125,,
5,149,,6373.9169921875,0.7700123190879822
5,149,6790.8955078125,,
6,174,,6404.02978515625,0.7731099724769592
6,174,6740.79833984375,,
7,199,,6368.35205078125,0.7708714604377747
