epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,15,,4933.70751953125,0.792660653591156
0,15,8373.9228515625,,
1,31,,4657.0,0.8452251553535461
1,31,7829.17041015625,,
2,47,,4583.78515625,0.8473009467124939
2,47,7645.4169921875,,
3,63,,4514.80859375,0.8507259488105774
3,63,7513.787109375,,
4,79,,4460.7021484375,0.8496317267417908
4,79,7477.7294921875,,
5,95,,4441.78271484375,0.8549801111221313
5,95,7439.28271484375,,
6,111,,4449.900390625,0.8545328974723816
6,111,7399.197265625,,
7,127,,4523.03662109375,0.8519085049629211
7,127,7373.46875,,
8,143,,4422.70263671875,0.8604429364204407
8,143,7418.7919921875,,
9,159,,4420.69189453125,0.8509056568145752
9,159,7350.5927734375,,
10,175,,4362.517578125,0.8585810661315918
10,175,7350.15966796875,,
11,191,,4360.2158203125,0.8606273531913757
11,191,7313.3916015625,,
12,207,,4337.7763671875,0.8572706580162048
12,207,7296.69677734375,,
13,223,,4409.09619140625,0.8584275841712952
13,223,7313.93212890625,,
14,239,,4303.26318359375,0.8562536835670471
14,239,7297.21240234375,,
15,255,,4319.06298828125,0.8563831448554993
15,255,7278.14453125,,
16,271,,4347.8095703125,0.8582656383514404
16,271,7270.4326171875,,
17,287,,4320.43603515625,0.8494953513145447
17,287,7250.98583984375,,
18,303,,4269.7275390625,0.859081506729126
18,303,7257.06787109375,,
19,319,,4272.79150390625,0.847757875919342
19,319,7239.57763671875,,
20,335,,4268.7001953125,0.8571470379829407
20,335,7295.79833984375,,
21,351,,4282.9501953125,0.8654959797859192
21,351,7226.77392578125,,
22,367,,4291.498046875,0.860032320022583
22,367,7223.5107421875,,
23,383,,4390.880859375,0.8477605581283569
23,383,7300.74267578125,,
24,399,,4368.03955078125,0.8547230958938599
24,399,7300.658203125,,
25,415,,4298.44677734375,0.8604910969734192
25,415,7290.6767578125,,
26,431,,4312.73876953125,0.8596362471580505
26,431,7238.90966796875,,
27,447,,4300.900390625,0.8544936180114746
27,447,7219.87451171875,,
28,463,,4402.11962890625,0.860122561454773
28,463,7222.59912109375,,
29,479,,4294.73974609375,0.8583819270133972
29,479,7187.845703125,,
30,495,,4272.48291015625,0.8609204292297363
30,495,7189.9765625,,
31,511,,4231.44189453125,0.8572845458984375
31,511,7193.564453125,,
32,527,,4302.8515625,0.852092444896698
32,527,7196.08984375,,
33,543,,4303.12744140625,0.8567624092102051
33,543,7202.11865234375,,
34,559,,4290.08935546875,0.8618052005767822
34,559,7214.759765625,,
35,575,,4280.947265625,0.8616061210632324
35,575,7198.11279296875,,
36,591,,4355.81298828125,0.8609521389007568
36,591,7189.6240234375,,
37,607,,4335.40380859375,0.8578258156776428
37,607,7202.93603515625,,
38,623,,4284.9169921875,0.8563467264175415
38,623,7247.0830078125,,
39,639,,4237.0224609375,0.8624293804168701
39,639,7169.52978515625,,
40,655,,4244.8544921875,0.8641321063041687
40,655,7147.7255859375,,
41,671,,4257.44677734375,0.8567202091217041
41,671,7124.48828125,,
42,687,,4329.1943359375,0.8587777018547058
42,687,7153.97998046875,,
43,703,,4206.0361328125,0.8624106049537659
43,703,7125.44970703125,,
44,719,,4232.513671875,0.8613759279251099
44,719,7110.703125,,
45,735,,4231.3154296875,0.8621166348457336
45,735,7088.21923828125,,
46,751,,4227.48193359375,0.8625019192695618
46,751,7074.08740234375,,
47,767,,4219.318359375,0.8611137866973877
47,767,7095.3974609375,,
48,783,,4221.04443359375,0.8618744015693665
48,783,7093.43359375,,
49,799,,4227.88330078125,0.8611318469047546
49,799,7080.884765625,,
