epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,15,,4986.580078125,0.7994590401649475
0,15,8565.71484375,,
1,31,,4661.85302734375,0.8408254981040955
1,31,8067.8544921875,,
2,47,,4703.00244140625,0.8513451814651489
2,47,7909.92333984375,,
3,63,,4714.71044921875,0.8554229736328125
3,63,7889.84423828125,,
4,79,,4553.98974609375,0.851638674736023
4,79,7832.0947265625,,
5,95,,4684.33447265625,0.8523351550102234
5,95,7846.27783203125,,
6,111,,4515.498046875,0.8555963039398193
6,111,7803.45751953125,,
7,127,,4591.8125,0.8571566343307495
7,127,7775.5458984375,,
8,143,,4503.7587890625,0.8595926761627197
8,143,7752.13818359375,,
9,159,,4535.48388671875,0.862219512462616
9,159,7732.3427734375,,
10,175,,4425.75927734375,0.859890341758728
10,175,7704.01416015625,,
11,191,,4467.1123046875,0.8594959378242493
11,191,7716.9189453125,,
12,207,,4468.9462890625,0.8578920364379883
12,207,7697.55078125,,
13,223,,4443.8271484375,0.8570060133934021
13,223,7729.708984375,,
14,239,,4595.80078125,0.858146071434021
14,239,7717.53125,,
15,255,,4429.49072265625,0.8583348393440247
15,255,7702.140625,,
16,271,,4487.3330078125,0.855501651763916
16,271,7684.72216796875,,
17,287,,4401.68408203125,0.8543694019317627
17,287,7688.4775390625,,
18,303,,4356.04736328125,0.8546798825263977
18,303,7648.7763671875,,
19,319,,4537.3466796875,0.8592005372047424
19,319,7678.1455078125,,
20,335,,4436.751953125,0.8563989400863647
20,335,7652.43798828125,,
21,351,,4375.5087890625,0.8564454317092896
21,351,7635.31982421875,,
22,367,,4447.31103515625,0.8594401478767395
22,367,7640.32275390625,,
23,383,,4600.6748046875,0.8544667363166809
23,383,7676.61865234375,,
24,399,,4377.63427734375,0.8586374521255493
24,399,7644.1142578125,,
25,415,,4372.150390625,0.8556511402130127
25,415,7652.10205078125,,
26,431,,4352.86767578125,0.8565001487731934
26,431,7621.548828125,,
27,447,,4353.95166015625,0.8565402030944824
27,447,7620.5791015625,,
28,463,,4400.46337890625,0.8613280057907104
28,463,7624.94189453125,,
29,479,,4417.1201171875,0.8575102090835571
29,479,7585.86181640625,,
30,495,,4359.5244140625,0.8611181974411011
30,495,7595.66357421875,,
31,511,,4371.1943359375,0.8485665321350098
31,511,7573.95751953125,,
32,527,,4573.78173828125,0.854659378528595
32,527,7727.16259765625,,
33,543,,4409.46435546875,0.8578009009361267
33,543,7699.1396484375,,
34,559,,4378.66748046875,0.8551778197288513
34,559,7609.982421875,,
35,575,,4443.677734375,0.862061619758606
35,575,7591.10400390625,,
36,591,,4474.15380859375,0.8582239747047424
36,591,7605.0234375,,
37,607,,4400.83544921875,0.8624638319015503
37,607,7598.90869140625,,
38,623,,4385.96923828125,0.8618572950363159
38,623,7586.556640625,,
39,639,,4366.04443359375,0.8626097440719604
39,639,7561.7197265625,,
40,655,,4343.83642578125,0.8621388077735901
