epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,24,,6668.7412109375,0.7558209300041199
0,24,7257.22314453125,,
1,49,,6510.271484375,0.7605471014976501
1,49,6918.064453125,,
2,74,,6506.98828125,0.7593232989311218
2,74,6868.8681640625,,
3,99,,6511.86328125,0.7616417407989502
