epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,24,,6725.30859375,0.7380210757255554
0,24,7331.935546875,,
1,49,,6580.166015625,0.7623648643493652
1,49,7022.5732421875,,
2,74,,6477.76513671875,0.7685209512710571
2,74,6942.21044921875,,
3,99,,6496.8212890625,0.7616667747497559
3,99,6889.720703125,,
4,124,,6367.34423828125,0.7677841782569885
