epoch,step,train_loss_RANK,val_loss_RANK,val_map_at_k_metric
0,15,,4838.16552734375,0.8140519261360168
0,15,8359.20703125,,
1,31,,4705.775390625,0.8483394384384155
1,31,7770.39990234375,,
2,47,,4742.91845703125,0.8452730774879456
2,47,7645.818359375,,
3,63,,4481.2626953125,0.8552263379096985
3,63,7659.841796875,,
4,79,,4569.36767578125,0.8560042977333069
4,79,7549.07373046875,,
5,95,,4532.5546875,0.8496199250221252
5,95,7508.529296875,,
6,111,,4589.04541015625,0.8611297607421875
6,111,7567.18212890625,,
7,127,,4592.39306640625,0.8529463410377502
7,127,7551.25732421875,,
8,143,,4503.28369140625,0.8573644757270813
8,143,7481.67529296875,,
9,159,,4396.65234375,0.8509415984153748
9,159,7460.9228515625,,
10,175,,4410.52880859375,0.8547307252883911
10,175,7409.07373046875,,
11,191,,4388.76025390625,0.854497492313385
11,191,7373.03076171875,,
12,207,,4533.19091796875,0.8568229079246521
12,207,7447.587890625,,
13,223,,4329.728515625,0.8520459532737732
13,223,7415.5,,
14,239,,4373.71826171875,0.8568900227546692
14,239,7364.46875,,
15,255,,4368.04833984375,0.8554139137268066
15,255,7374.765625,,
16,271,,4306.80126953125,0.8569818735122681
16,271,7320.28662109375,,
17,287,,4426.73583984375,0.8627222180366516
17,287,7329.9990234375,,
18,303,,4304.7119140625,0.8574610352516174
18,303,7320.0498046875,,
19,319,,4425.85888671875,0.8461982011795044
19,319,7334.80712890625,,
20,335,,4301.47265625,0.8582687973976135
20,335,7326.65087890625,,
21,351,,4285.4970703125,0.8544905781745911
21,351,7378.61328125,,
22,367,,4323.66748046875,0.8562375903129578
22,367,7372.3681640625,,
23,383,,4387.9765625,0.8587685227394104
23,383,7308.30712890625,,
24,399,,4288.26025390625,0.8487825393676758
24,399,7301.19775390625,,
25,415,,4284.69189453125,0.8553726673126221
25,415,7299.98681640625,,
26,431,,4303.83740234375,0.8596103191375732
26,431,7318.14013671875,,
27,447,,4256.08447265625,0.8590238094329834
27,447,7302.93359375,,
28,463,,4366.1337890625,0.8589058518409729
28,463,7277.28076171875,,
29,479,,4298.6357421875,0.855008602142334
29,479,7257.9072265625,,
30,495,,4310.46826171875,0.8523513078689575
30,495,7300.63916015625,,
31,511,,4275.5537109375,0.8550862669944763
31,511,7289.75048828125,,
32,527,,4261.81298828125,0.8576104640960693
32,527,7336.93603515625,,
33,543,,4363.0634765625,0.8547147512435913
33,543,7273.36962890625,,
34,559,,4289.994140625,0.8546268939971924
34,559,7265.8564453125,,
35,575,,4315.974609375,0.8598153591156006
35,575,7244.1826171875,,
36,591,,4236.5693359375,0.8545137643814087
36,591,7241.0029296875,,
37,607,,4241.41552734375,0.8583086729049683
37,607,7226.03271484375,,
38,623,,4233.48193359375,0.8591867089271545
38,623,7229.69189453125,,
39,639,,4323.49658203125,0.8604392409324646
39,639,7229.2509765625,,
40,655,,4266.41943359375,0.8578539490699768
